image_id,class_name,method,tp,fp,fn,ignored,n_gt,kept_predictions,recall,precision,f1,logical_calls,inference_seconds,postprocess_seconds
00921,storage-tank,scale_prior,3,0,8,0,11,3,0.2727272727272727,1.0,0.42857142857142855,10,1.3153025712817907,0.0007322430610656738
00921,storage-tank,matched,3,0,8,0,11,3,0.2727272727272727,1.0,0.42857142857142855,10,1.3153025712817907,0.0006957370787858963
00921,storage-tank,dense_1024,3,0,8,0,11,3,0.2727272727272727,1.0,0.42857142857142855,24,3.4542978685349226,0.0007980167865753174
00921,storage-tank,dense_both,3,1,8,0,11,4,0.2727272727272727,0.75,0.4,115,15.449532316997647,0.0012798253446817398
00931,helicopter,prompt,0,0,74,0,74,0,0.0,0.0,0.0,10,1.2978080175817013,0.00018165260553359985
00931,helicopter,full,0,0,74,0,74,0,0.0,0.0,0.0,10,1.2662727944552898,0.00013778917491436005
00931,helicopter,scale_prior,0,0,74,0,74,0,0.0,0.0,0.0,10,1.2635184433311224,0.00013198144733905792
00931,helicopter,matched,0,0,74,0,74,0,0.0,0.0,0.0,10,1.2635184433311224,0.00012952275574207306
00931,helicopter,dense_1024,0,0,74,0,74,0,0.0,0.0,0.0,24,2.840418478474021,0.0001286882907152176
00931,helicopter,dense_both,0,13,74,0,74,13,0.0,0.0,0.0,115,14.138604128733277,0.0018325503915548325
00931,large-vehicle,prompt,0,9,1,0,1,9,0.0,0.0,0.0,10,1.1702204439789057,0.0012184660881757736
00931,large-vehicle,full,0,17,1,0,1,17,0.0,0.0,0.0,10,1.17307610809803,0.002182740718126297
00931,large-vehicle,scale_prior,0,12,1,0,1,12,0.0,0.0,0.0,10,1.1601101513952017,0.0018436890095472336
00931,large-vehicle,matched,0,12,1,0,1,12,0.0,0.0,0.0,10,1.1601101513952017,0.0018635913729667664
00931,large-vehicle,dense_1024,0,20,1,0,1,20,0.0,0.0,0.0,24,2.840418478474021,0.002993045374751091
00931,large-vehicle,dense_both,1,36,0,0,1,37,1.0,0.02702702702702703,0.05263157894736842,115,14.138604128733277,0.005588099360466003
00931,small-vehicle,prompt,45,33,23,0,68,78,0.6617647058823529,0.5769230769230769,0.6164383561643836,10,1.168306726962328,0.014364305883646011
00931,small-vehicle,full,22,29,46,0,68,51,0.3235294117647059,0.43137254901960786,0.3697478991596639,10,1.1700300332158804,0.008628619834780693
00931,small-vehicle,scale_prior,22,29,46,0,68,51,0.3235294117647059,0.43137254901960786,0.3697478991596639,10,1.1651217229664326,0.008592778816819191
00931,small-vehicle,matched,22,31,46,0,68,53,0.3235294117647059,0.41509433962264153,0.36363636363636365,10,1.2616810761392117,0.008839240297675133
00931,small-vehicle,dense_1024,62,65,6,0,68,127,0.9117647058823529,0.4881889763779528,0.6358974358974359,24,2.840418478474021,0.024740157648921013
00931,small-vehicle,dense_both,66,88,2,0,68,154,0.9705882352941176,0.42857142857142855,0.5945945945945946,115,14.138604128733277,0.036716872826218605
00936,large-vehicle,prompt,5,90,8,0,13,95,0.38461538461538464,0.05263157894736842,0.09259259259259259,10,1.373782193288207,0.014320725575089455
00936,large-vehicle,full,8,156,5,0,13,164,0.6153846153846154,0.04878048780487805,0.0903954802259887,10,1.2342320010066032,0.02331196889281273
00936,large-vehicle,scale_prior,8,188,5,0,13,196,0.6153846153846154,0.04081632653061224,0.07655502392344497,10,1.12796975299716,0.031233351677656174
00936,large-vehicle,matched,7,185,6,0,13,192,0.5384615384615384,0.036458333333333336,0.06829268292682927,10,1.1332962922751904,0.030587088316679
00936,large-vehicle,dense_1024,12,447,1,0,13,459,0.9230769230769231,0.026143790849673203,0.05084745762711865,24,2.9179405085742474,0.08808855898678303
00936,large-vehicle,dense_both,13,951,0,0,13,964,1.0,0.013485477178423237,0.02661207778915046,115,14.465121977031231,0.2418316975235939
00936,small-vehicle,prompt,3,8,439,0,442,11,0.006787330316742082,0.2727272727272727,0.013245033112582781,10,1.2600136939436197,0.002934390679001808
00936,small-vehicle,full,102,184,340,0,442,286,0.23076923076923078,0.35664335664335667,0.2802197802197802,10,1.232328426092863,0.0588543526828289
00936,small-vehicle,scale_prior,108,190,334,0,442,298,0.24434389140271492,0.3624161073825503,0.2918918918918919,10,1.2228666562587023,0.06575040705502033
00936,small-vehicle,matched,104,185,338,0,442,289,0.23529411764705882,0.35986159169550175,0.28454172366621067,10,1.232839373871684,0.06572596356272697
00936,small-vehicle,dense_1024,289,262,153,0,442,551,0.6538461538461539,0.5245009074410163,0.5820745216515609,24,2.9179405085742474,0.14024298079311848
00936,small-vehicle,dense_both,421,297,21,0,442,718,0.9524886877828054,0.5863509749303621,0.7258620689655172,115,14.465121977031231,0.2280398141592741
00959,airplane,prompt,2,0,12,0,14,2,0.14285714285714285,1.0,0.25,10,1.284932805225253,0.0006947629153728485
00959,airplane,full,3,0,11,0,14,3,0.21428571428571427,1.0,0.35294117647058826,10,1.2881018202751875,0.0006900671869516373
00959,airplane,scale_prior,8,0,6,0,14,8,0.5714285714285714,1.0,0.7272727272727273,10,1.1836937684565783,0.0013168882578611374
00959,airplane,matched,8,0,6,0,14,8,0.5714285714285714,1.0,0.7272727272727273,10,1.1857623010873795,0.0012662597000598907
00959,airplane,dense_1024,11,1,3,1,14,13,0.7857142857142857,0.9166666666666666,0.8461538461538461,24,2.967338990420103,0.0031641237437725067
00959,airplane,dense_both,10,9,4,1,14,20,0.7142857142857143,0.5263157894736842,0.6060606060606061,120,14.821224223822355,0.005142074078321457
00959,large-vehicle,prompt,0,8,1,0,1,8,0.0,0.0,0.0,10,1.1886512003839016,0.0011338405311107635
00959,large-vehicle,full,0,32,1,0,1,32,0.0,0.0,0.0,10,1.0954432636499405,0.0037888772785663605
00959,large-vehicle,scale_prior,0,19,1,0,1,19,0.0,0.0,0.0,10,1.2031682264059782,0.002068791538476944
00959,large-vehicle,matched,0,20,1,0,1,20,0.0,0.0,0.0,10,1.2030613720417023,0.0021415427327156067
00959,large-vehicle,dense_1024,0,43,1,0,1,43,0.0,0.0,0.0,24,2.967338990420103,0.007016686722636223
00959,large-vehicle,dense_both,0,48,1,0,1,48,0.0,0.0,0.0,120,14.821224223822355,0.008148087188601494
00959,small-vehicle,prompt,405,82,525,0,930,487,0.43548387096774194,0.8316221765913757,0.5716302046577276,10,1.0049428846687078,0.12475487403571606
