candidate_k,hit_at_1,precision_at_10,ndcg_at_10
50,0.7748248369171298,0.6306817266650613,0.7430647190173106
100,0.7772408794394782,0.6350789240557319,0.7473940842356438
200,0.7736168156559555,0.633774261093668,0.7445838037262028
