group_type,group,num_queries,semantic_precision_at_10,priver_precision_at_10,delta_precision_at_10
class_name,airplane,772,0.46010362694300516,0.5352331606217617,0.07512953367875658
class_name,container,648,0.30185185185185187,0.3907407407407407,0.08888888888888885
class_name,helicopter,140,0.08214285714285716,0.10571428571428572,0.023571428571428563
class_name,large-vehicle,812,0.2376847290640394,0.36354679802955664,0.12586206896551724
class_name,ship,256,0.446875,0.50625,0.059374999999999956
class_name,small-vehicle,1008,0.554861111111111,0.6416666666666666,0.08680555555555558
class_name,storage-tank,684,0.25687134502923975,0.32514619883040935,0.0682748538011696
class_name,swimming-pool,540,0.5014814814814816,0.5822222222222222,0.08074074074074056
class_name,windmill,592,0.6464527027027028,0.7222972972972973,0.07584459459459447
