group,delta_precision_at_10,num_queries
airplane,0.07357512953367878,772
container,0.09814814814814815,648
helicopter,0.0407142857142857,140
large-vehicle,0.1327586206896552,812
ship,0.0625,256
small-vehicle,0.09871031746031755,1008
storage-tank,0.06242690058479533,684
swimming-pool,0.0770370370370369,540
windmill,0.07719594594594592,592
